codigo,nombre,longitud,latitud,altitud,tecnologia,MAM_24_mean_dias_con_dato,SON_24_mean_dias_con_dato,MAM_25_mean_dias_con_dato,SON_25_mean_dias_con_dato,MAM_24_prec_media,MAM_24_prec_25,MAM_24_prec_50,MAM_24_prec_75,MAM_24_prec_max,MAM_24_fecha_max_precip,MAM_24_max_precip,SON_24_prec_media,SON_24_prec_25,SON_24_prec_50,SON_24_prec_75,SON_24_prec_max,SON_24_fecha_max_precip,SON_24_max_precip,MAM_25_prec_media,MAM_25_prec_25,MAM_25_prec_50,MAM_25_prec_75,MAM_25_prec_max,MAM_25_fecha_max_precip,MAM_25_max_precip,SON_25_prec_media,SON_25_prec_25,SON_25_prec_50,SON_25_prec_75,SON_25_prec_max,SON_25_fecha_max_precip,SON_25_max_precip,MAM_24_cadencia_media,SON_24_cadencia_media,MAM_25_cadencia_media,SON_25_cadencia_media,ratio_max_segundo_max,fecha_max_global,precip_max_global,cluster_geografico,p95_propia,p95_cluster_prom,ratio_p95_cluster
2120700038,SAN FRANCISCO - AUT  [2120700038],-74.149,4.562,2577,Automática con Telemetría,0.935,0.857,0.946,0.956,0.212,0.0,0.0,0.0,10.4,2024-03-20,10.4,2.873,0.0,0.0,2.75,26.2,2024-11-15,26.2,1.954,0.0,0.5,2.8,21.1,2025-04-27,21.1,1.666,0.0,0.1,1.3,31.4,2025-10-13,31.4,6.9,1.7,1.9,1.2,1.198,2025-10-13,31.4,6,6.67,8.74,0.76
2120000175,COLEGIO LA FELICIDAD (IED) [2120000175],-74.131,4.656,2584,Automática con Telemetría,0.935,0.813,0.946,0.945,0.423,0.0,0.0,0.1,15.1,2024-03-20,15.1,3.985,0.0,0.2,5.75,37.0,2024-11-14,37.0,3.206,0.15,1.2,4.5,22.8,2025-04-25,22.8,1.908,0.0,0.2,1.2,23.0,2025-11-12,23.0,5.3,1.2,1.5,1.2,1.468,2024-11-14,37.0,3,8.56,12.62,0.68
2120000137,COLEGIO FRIEDRICH NAUMANN [2120000137],-74.023,4.749,2601,Automática con Telemetría,0.935,0.824,0.946,0.901,0.54,0.0,0.0,0.1,9.7,2024-04-18,9.7,7.703,0.0,0.0,7.7,141.6,2024-11-06,141.6,4.566,0.0,1.2,6.05,36.1,2025-03-11,36.1,2.771,0.0,0.25,2.0,27.6,2025-10-13,27.6,5.6,1.1,1.5,1.2,1.706,2024-11-06,141.6,5,13.6,12.77,1.07
2120000108,IDIGER - AUT [2120000108],-74.114,4.675,2555,Automática con Telemetría,0.902,0.824,0.946,0.956,0.464,0.0,0.0,0.0,23.1,2024-03-20,23.1,5.453,0.0,0.1,6.7,48.2,2024-11-23,48.2,3.76,0.1,1.1,6.45,23.3,2025-04-10,23.3,3.623,0.0,0.3,2.45,51.5,2025-11-20,51.5,7.0,1.2,1.6,1.2,1.068,2025-11-20,51.5,7,12.28,15.29,0.8
2120000117,COLEGIO MORALBA SURORIENTAL (IED) [2120000117],-74.08,4.543,2971,Automática con Telemetría,0.685,0.857,0.924,0.934,0.754,0.0,0.0,0.0,21.5,2024-03-04,21.5,4.073,0.0,0.15,3.425,34.2,2024-11-12,34.2,2.781,0.1,0.8,2.8,49.9,2025-04-25,49.9,2.24,0.0,0.6,2.3,22.2,2025-11-15,22.2,8.9,1.9,2.3,1.2,1.459,2025-04-25,49.9,6,9.49,8.61,1.1
2120000127,COLEGIO EDUARDO UMAÑA [2120000127],-74.113,4.49,2923,Automática con Telemetría,0.935,0.857,0.946,0.934,0.249,0.0,0.0,0.1,7.3,2024-03-20,7.3,2.496,0.0,0.0,3.125,21.2,2024-10-09,21.2,2.52,0.1,0.9,2.45,23.8,2025-04-27,23.8,1.811,0.0,0.6,2.2,16.6,2025-11-23,16.6,6.1,1.7,1.5,1.2,1.008,2025-04-27,23.8,6,7.94,8.68,0.91
0021201980,GUADALUPE - AUT [21201980],-74.055,4.592,3227,Automática con Telemetría,0.533,0.593,0.935,0.934,0.424,0.0,0.0,0.0,9.8,2024-03-04,9.8,8.244,0.0,0.3,6.3,172.4,2024-11-05,172.4,2.269,0.1,0.6,2.625,19.7,2025-04-25,19.7,2.449,0.0,0.3,2.1,25.8,2025-11-15,25.8,14.8,1.5,2.4,1.3,4.898,2024-11-05,172.4,7,11.42,15.35,0.74
0021205420,TIBAITATA [21205420],-74.206,4.689,2543,"Automática con Telemetría, Convencional",0.0,0.275,0.804,0.978,,,,,,,,7.632,0.0,1.2,8.4,70.8,2024-11-19,70.8,3.954,0.0,0.5,7.0,22.2,2025-03-03,22.2,2.29,0.0,0.2,1.9,26.6,2025-10-24,26.6,,7.3,12.4,10.3,2.476,2024-11-19,70.8,3,14.22,11.99,1.19
0021202240,UAN SEDE CIRCUNVALAR  - AUT  [21202240],-74.057,4.635,2717,Automática con Telemetría,0.924,0.857,0.946,0.956,0.622,0.0,0.0,0.1,25.6,2024-03-20,25.6,4.005,0.0,0.1,1.35,55.6,2024-11-12,55.6,2.382,0.0,0.7,2.25,21.5,2025-05-19,21.5,1.778,0.0,0.1,1.3,21.3,2025-11-15,21.3,7.0,1.4,2.4,1.2,1.404,2024-11-12,55.6,7,10.0,15.45,0.65
0021205791,EL DORADO CATAM [21205791],-74.151,4.706,2547,Automática con Telemetría,0.0,0.352,0.946,0.978,,,,,,,,11.016,0.0,5.678,9.808,61.606,2024-11-23,61.606,14.295,1.102,5.274,15.632,274.316,2025-03-29,274.316,5.606,0.0,0.2,4.424,97.228,2025-10-09,97.228,,5.2,1.7,1.7,2.631,2025-03-29,274.316,3,32.42,9.96,3.25
0021208480,KENNEDY - AUT [21208480],-74.178,4.611,2555,Automática con Telemetría,0.924,0.824,0.935,0.934,0.309,0.0,0.0,0.0,12.8,2024-03-20,12.8,3.964,0.0,0.2,7.25,31.4,2024-11-22,31.4,2.655,0.0,0.9,3.625,22.1,2025-04-06,22.1,1.761,0.0,0.1,1.5,21.9,2025-11-12,21.9,5.3,1.2,1.6,1.2,1.129,2024-11-22,31.4,3,9.59,12.5,0.77
0021202230,UAN SEDE USME  - AUT  [21202230],-74.127,4.482,2747,Automática con Telemetría,0.935,0.824,0.946,0.945,0.191,0.0,0.0,0.075,4.3,2024-03-20,4.3,2.087,0.0,0.2,2.65,23.6,2024-10-09,23.6,2.43,0.1,0.8,3.1,26.2,2025-04-27,26.2,1.78,0.0,0.4,1.9,15.1,2025-11-30,15.1,5.6,1.8,1.5,1.2,1.11,2025-04-27,26.2,6,7.13,8.72,0.82
0021206810,SAN BENITO  - AUT  [21206810],-74.138,4.564,2564,Automática con Telemetría,0.935,0.857,0.946,0.945,0.267,0.0,0.0,0.0,12.2,2024-03-20,12.2,2.449,0.0,0.0,2.55,42.2,2024-11-15,42.2,2.268,0.0,0.6,2.85,28.7,2025-04-27,28.7,1.737,0.0,0.1,1.575,29.5,2025-10-13,29.5,5.6,1.7,1.5,1.2,1.431,2024-11-15,42.2,6,6.05,8.77,0.69
0021206600,NUEVA GENERACION [21206600],-74.102,4.787,2590,"Automática con Telemetría, Convencional",0.0,0.462,0.946,0.967,,,,,,,,8.995,0.0,0.0,8.5,105.4,2024-11-19,105.4,2.368,0.0,0.0,0.1,24.3,2025-04-11,24.3,0.024,0.0,0.0,0.0,2.0,2025-11-12,2.0,,12.4,10.7,10.4,1.981,2024-11-19,105.4,5,24.49,11.93,2.05
0021205910,LA COSECHA [21205910],-74.001,4.989,2570,"Automática con Telemetría, Convencional",0.0,0.462,0.87,0.967,,,,,,,,10.038,0.0,1.4,11.1,72.4,2024-11-19,72.4,4.945,0.0,1.6,7.25,31.2,2025-04-25,31.2,2.191,0.0,0.0,1.8,45.4,2025-10-24,45.4,,12.4,11.4,10.6,1.321,2024-11-19,72.4,1,19.65,15.9,1.24
0021202250,DOÑA JUANA - AUT [21202250],-74.137,4.501,2831,Automática con Telemetría,0.935,0.846,0.946,0.956,0.365,0.0,0.0,0.1,12.7,2024-03-20,12.7,2.662,0.0,0.0,2.0,32.0,2024-10-05,32.0,2.263,0.0,0.5,2.1,23.3,2025-04-27,23.3,1.677,0.0,0.3,1.75,15.9,2025-10-13,15.9,6.2,1.5,1.5,1.2,1.373,2024-10-05,32.0,6,7.61,8.7,0.88
0021206560,INEM KENNEDY [21206560],-74.156,4.625,2557,"Automática con Telemetría, Convencional",0.0,0.374,0.87,0.967,,,,,,,,10.418,0.0,4.1,14.4,69.2,2024-11-02,69.2,4.835,0.2,2.0,5.4,34.1,2025-05-20,34.1,1.865,0.0,0.0,1.525,26.2,2025-10-13,26.2,,5.4,11.7,10.6,1.802,2024-11-02,69.2,3,16.1,11.78,1.37
0021206280,ACAPULCO [21206280],-74.32,4.648,2680,"Automática con Telemetría, Convencional",0.0,0.462,0.848,0.978,,,,,,,,4.152,0.0,0.3,7.25,22.6,2024-11-19,22.6,2.126,0.0,0.4,3.05,35.1,2025-04-07,35.1,1.363,0.0,0.0,0.6,24.7,2025-11-21,24.7,,12.4,11.9,10.3,1.421,2025-04-07,35.1,4,10.56,,
0021202180,QUIBA  - AUT  [21202180],-74.156,4.543,2916,Automática con Telemetría,0.565,0.681,0.946,0.934,0.281,0.0,0.0,0.0,8.3,2024-03-20,8.3,2.792,0.0,0.2,3.3,27.0,2024-10-09,27.0,1.51,0.0,0.6,1.85,24.2,2025-04-27,24.2,1.434,0.0,0.2,1.5,16.0,2025-10-13,16.0,12.9,1.6,2.2,1.2,1.111,2024-10-09,27.0,6,7.0,8.72,0.8
0021202190,JUAN REY - AUT [21202190],-74.089,4.519,3090,Automática con Telemetría,0.924,0.846,0.946,0.945,0.429,0.0,0.0,0.3,12.4,2024-03-20,12.4,2.874,0.0,0.2,3.3,28.0,2024-11-10,28.0,3.703,0.2,1.4,4.35,35.0,2025-04-25,35.0,1.959,0.0,0.9,2.175,15.5,2025-11-15,15.5,5.9,1.9,1.5,1.2,1.171,2025-04-25,35.0,6,10.74,8.55,1.26
0021202220,PARAISO - AUT [21202220],-74.059,4.628,2747,Automática con Telemetría,0.935,0.857,0.946,0.945,0.671,0.0,0.0,0.1,33.4,2024-03-20,33.4,5.721,0.0,0.15,6.325,52.0,2024-11-12,52.0,4.252,0.1,1.4,5.55,33.5,2025-03-29,33.5,1.723,0.0,0.2,1.675,18.7,2025-11-15,18.7,5.9,1.4,1.7,1.2,1.166,2024-11-12,52.0,7,12.8,15.25,0.84
0021205710,JARDIN BOTANICO [21205710],-74.101,4.668,2552,"Automática con Telemetría, Convencional",0.0,0.462,0.87,0.967,,,,,,,,9.321,0.0,1.4,19.3,51.2,2024-11-05,51.2,5.088,0.0,2.15,7.725,26.5,2025-03-12,26.5,3.503,0.0,0.1,2.425,58.6,2025-11-21,58.6,,12.4,11.4,10.4,1.145,2025-11-21,58.6,7,19.92,14.74,1.35
2306500204,ALTO DEL VINO [2306500204],-74.288,4.877,2872,"Automática con Telemetría, Convencional",0.0,0.352,0.87,0.978,,,,,,,,12.038,0.4,5.0,11.95,119.6,2024-11-19,119.6,5.014,0.75,2.6,7.35,21.8,2025-04-08,21.8,2.39,0.0,0.2,2.4,16.5,2025-09-19,16.5,,5.2,11.6,10.3,2.151,2024-11-19,119.6,2,16.37,,
0021205012,UNIVERSIDAD NACIONAL [21205012],-74.089,4.637,2556,Automática con Telemetría,0.0,0.462,0.848,0.967,,,,,,,,8.619,0.0,0.5,12.45,52.8,2024-11-12,52.8,4.492,0.125,1.85,7.1,28.1,2025-05-20,28.1,2.51,0.0,0.25,2.475,21.5,2025-10-23,21.5,,12.5,11.8,10.5,1.427,2024-11-12,52.8,7,15.86,15.03,1.06
0035025060,LA BOLSA [35025060],-73.996,4.587,3195,"Automática con Telemetría, Convencional",0.0,0.352,0.87,0.967,,,,,,,,12.275,0.4,6.3,17.95,63.2,2024-11-13,63.2,3.479,0.2,1.45,4.225,22.8,2025-04-23,22.8,1.889,0.0,0.4,1.925,17.1,2025-11-15,17.1,,5.9,13.3,14.6,1.053,2024-11-13,63.2,7,14.57,15.13,0.96
